Address,AssetName,Battery_voltage,DatePart,Engine_Temp,Fuel_Used,Odo_counter,Power_voltage,Speed,Time,Trip,accuracy,airflow,altitude,brakeDist,brakeFlag,date,diffSpeed,engine,harsh_accl,harsh_brake,harsh_corner,heading,hours00counter,idlecounter,ignition,lat,lon,overspeed,rpm,totalDist_Date,totalDist_Trip
"Rajiv Gandhi Salai, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,86.0 °C,,37220.3,12.56,33,19:33:30,2.0,12,9.0,1.0,6.22,1.0,2017-11-01 19:33:30,-3.0,1,0.0,0.0,,220,1018.12,0.0,1,12.8067,80.22517,,1220.0,42.19000000000233,23.5
"Rajiv Gandhi Salai, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,87.0 °C,,37220.39,12.59,31,19:33:46,2.0,11,9.0,1.0,5.49,1.0,2017-11-01 19:33:46,-2.0,1,0.0,0.0,,212,1018.12,0.0,1,12.80561,80.22426,,1220.0,42.19000000000233,23.5
"Rajiv Gandhi Salai, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,87.0 °C,,37220.49,12.42,19,19:33:49,2.0,11,9.0,1.0,2.06,1.0,2017-11-01 19:33:49,-12.0,1,0.0,0.0,,204,1018.12,0.0,1,12.80548,80.2242,,1220.0,42.19000000000233,23.5
"Rajiv Gandhi Salai, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,87.0 °C,,37220.49,12.56,22,19:33:52,2.0,12,9.0,1.0,0.0,0.0,2017-11-01 19:33:52,3.0,1,0.0,0.0,,194,1018.12,0.0,1,12.80534,80.22415,,1220.0,42.19000000000233,23.5
"Rajiv Gandhi Salai, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,88.0 °C,,37220.55,12.5,20,19:34:04,2.0,12,7.0,2.0,2.29,1.0,2017-11-01 19:34:04,-2.0,1,0.0,0.0,,187,1018.13,0.0,1,12.8047,80.22402,,899.0,42.19000000000233,23.5
"Rajiv Gandhi Salai, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,88.0 °C,,37220.61,12.56,10,19:34:07,2.0,12,7.0,2.0,0.57,1.0,2017-11-01 19:34:07,-10.0,1,0.0,0.0,,179,1018.13,0.0,1,12.80462,80.22401,,899.0,42.19000000000233,23.5
"Rajiv Gandhi Salai, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,88.0 °C,,37220.61,12.56,14,19:34:10,2.0,12,7.0,2.0,0.0,0.0,2017-11-01 19:34:10,4.0,1,0.0,0.0,,186,1018.13,0.0,1,12.80452,80.22399,,899.0,42.19000000000233,23.5
"Rajiv Gandhi Salai, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,89.0 °C,,37220.68,12.4,5,19:34:27,2.0,12,10.0,6.0,0.14,1.0,2017-11-01 19:34:27,-9.0,1,0.0,0.0,,0,1018.13,0.0,1,12.80401,80.22394,,1028.0,42.19000000000233,23.5
"Rajiv Gandhi Salai, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,89.0 °C,,37220.68,12.45,5,19:34:28,2.0,12,10.0,6.0,0.0,0.0,2017-11-01 19:34:28,0.0,1,0.0,0.0,,184,1018.13,0.0,1,12.80399,80.22394,,1028.0,42.19000000000233,23.5
"Rajiv Gandhi Salai, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,89.0 °C,,37220.68,12.53,15,19:34:35,2.0,12,10.0,6.0,0.0,0.0,2017-11-01 19:34:35,10.0,1,0.0,0.0,,181,1018.14,0.0,1,12.80396,80.22394,,1028.0,42.19000000000233,23.5
"Rajiv Gandhi Salai, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,89.0 °C,,37220.69,12.67,16,19:34:46,2.0,11,8.0,6.0,0.0,0.0,2017-11-01 19:34:46,1.0,1,0.0,0.0,,189,1018.14,0.0,1,12.80325,80.22384,,1092.0,42.19000000000233,23.5
"Rajiv Gandhi Salai, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,90.0 °C,,37220.87,12.75,38,19:35:15,2.0,12,14.0,6.0,0.0,0.0,2017-11-01 19:35:15,22.0,1,0.0,0.0,,183,1018.15,0.0,1,12.80152,80.22364,,1028.0,42.19000000000233,23.5
"Rajiv Gandhi Salai, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,93.0 °C,,37221.2,12.72,35,19:35:45,2.0,11,10.0,1.0,7.0,1.0,2017-11-01 19:35:45,-3.0,1,0.0,0.0,,186,1018.15,0.0,1,12.79858,80.22337,,1220.0,42.19000000000233,23.5
"Rajiv Gandhi Salai, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.8,2017-11-01,94.0 °C,,37221.51,12.69,36,19:36:15,2.0,11,13.0,0.0,0.0,0.0,2017-11-01 19:36:15,1.0,1,0.0,0.0,,189,1018.16,0.0,1,12.79586,80.22294,,899.0,42.19000000000233,23.5
"Rajiv Gandhi Salai, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.8,2017-11-01,95.0 °C,,37221.8,12.77,41,19:36:45,2.0,11,10.0,0.0,0.0,0.0,2017-11-01 19:36:45,5.0,1,0.0,0.0,,188,1018.17,0.0,1,12.7932,80.22251,,1349.0,42.19000000000233,23.5
"Rajiv Gandhi Salai, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.8,2017-11-01,96.0 °C,,37222.09,12.64,28,19:37:08,2.0,11,8.0,2.0,4.48,1.0,2017-11-01 19:37:08,-13.0,1,0.0,0.0,,195,1018.18,0.0,1,12.79141,80.22213,,899.0,42.19000000000233,23.5
Kelambakkam depot delivery,Polo GT,3.78,2017-11-01,97.0 °C,,37222.3,12.56,6,19:37:37,2.0,12,8.0,6.0,0.21,1.0,2017-11-01 19:37:37,-22.0,1,0.0,0.0,,194,1018.19,0.0,1,12.78975,80.2217,,899.0,42.19000000000233,23.5
Kelambakkam depot delivery,Polo GT,3.8,2017-11-01,97.0 °C,,37222.3,12.56,6,19:37:38,2.0,12,8.0,6.0,0.0,0.0,2017-11-01 19:37:38,0.0,1,0.0,0.0,,203,1018.19,0.0,1,12.78974,80.2217,,899.0,42.19000000000233,23.5
Kelambakkam depot delivery,Polo GT,3.8,2017-11-01,97.0 °C,,37222.3,12.56,7,19:37:40,2.0,11,8.0,6.0,0.0,0.0,2017-11-01 19:37:40,1.0,1,0.0,0.0,,0,1018.19,0.0,1,12.78972,80.22169,,899.0,42.19000000000233,23.5
Kelambakkam depot delivery,Polo GT,3.8,2017-11-01,97.0 °C,,37222.3,12.48,10,19:37:43,2.0,12,8.0,6.0,0.0,0.0,2017-11-01 19:37:43,3.0,1,0.0,0.0,,240,1018.19,0.0,1,12.78973,80.22167,,899.0,42.19000000000233,23.5
Kelambakkam depot delivery,Polo GT,3.78,2017-11-01,98.0 °C,,37222.3,12.53,10,19:37:44,2.0,12,7.0,7.0,0.0,0.0,2017-11-01 19:37:44,0.0,1,0.0,0.0,,251,1018.19,0.0,1,12.78972,80.22164,,899.0,42.19000000000233,23.5
Kelambakkam depot delivery,Polo GT,3.8,2017-11-01,98.0 °C,,37222.3,12.56,10,19:37:45,2.0,12,7.0,7.0,0.0,0.0,2017-11-01 19:37:45,0.0,1,0.0,0.0,,264,1018.19,0.0,1,12.78972,80.2216,,899.0,42.19000000000233,23.5
Kelambakkam depot delivery,Polo GT,3.78,2017-11-01,98.0 °C,,37222.3,12.67,14,19:37:46,2.0,12,7.0,7.0,0.0,0.0,2017-11-01 19:37:46,4.0,1,0.0,0.0,,273,1018.19,0.0,1,12.78972,80.22157,,899.0,42.19000000000233,23.5
Kelambakkam depot delivery,Polo GT,3.8,2017-11-01,98.0 °C,,37222.32,12.61,14,19:37:47,2.0,12,7.0,7.0,0.0,0.0,2017-11-01 19:37:47,0.0,1,0.0,0.0,,288,1018.19,0.0,1,12.78973,80.22153,,899.0,42.19000000000233,23.5
Kelambakkam depot delivery,Polo GT,3.8,2017-11-01,98.0 °C,,37222.32,12.77,20,19:37:48,2.0,12,7.0,7.0,0.0,0.0,2017-11-01 19:37:48,6.0,1,0.0,0.0,,295,1018.19,0.0,1,12.78974,80.22148,,899.0,42.19000000000233,23.5
Kelambakkam depot delivery,Polo GT,3.78,2017-11-01,98.0 °C,,37222.32,12.56,31,19:37:50,2.0,11,7.0,8.0,0.0,0.0,2017-11-01 19:37:50,11.0,1,0.0,0.0,,306,1018.19,0.0,1,12.78981,80.22138,,899.0,42.19000000000233,23.5
Kelambakkam depot delivery,Polo GT,3.8,2017-11-01,98.0 °C,,37222.65,12.48,41,19:38:19,2.0,12,16.0,7.0,0.0,0.0,2017-11-01 19:38:19,10.0,1,0.0,0.0,,302,1018.2,0.0,1,12.7914,80.21867,,1349.0,42.19000000000233,23.5
Kelambakkam depot delivery,Polo GT,3.8,2017-11-01,99.0 °C,,37222.78,12.5,48,19:38:31,2.0,12,20.0,7.0,0.0,0.0,2017-11-01 19:38:31,7.0,1,0.0,0.0,,294,1018.2,0.0,1,12.79207,80.21745,48 > 40,1413.0,42.19000000000233,23.5
Kelambakkam depot delivery,Polo GT,3.8,2017-11-01,99.0 °C,,37222.78,12.5,45,19:38:35,2.0,12,20.0,5.0,11.57,1.0,2017-11-01 19:38:35,-3.0,1,0.0,0.0,,286,1018.2,0.0,1,12.79224,80.21701,45 > 40,1413.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,99.0 °C,,37223.2,12.37,59,19:39:04,2.0,12,14.0,2.0,0.0,0.0,2017-11-01 19:39:04,14.0,1,0.0,0.0,,285,1018.21,0.0,1,12.79318,80.21318,,1413.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,100.0 °C,,37223.54,12.37,57,19:39:26,2.0,10,17.0,3.0,18.57,1.0,2017-11-01 19:39:26,-2.0,1,0.0,0.0,,293,1018.22,0.0,1,12.79398,80.20991,,1285.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,100.0 °C,,37224.02,12.4,61,19:39:55,2.0,11,15.0,6.0,0.0,0.0,2017-11-01 19:39:55,4.0,1,0.0,0.0,,293,1018.22,0.0,1,12.79572,80.20594,,1413.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,101.0 °C,,37224.52,12.37,60,19:40:25,2.0,12,9.0,6.0,20.57,1.0,2017-11-01 19:40:25,-1.0,1,0.0,0.0,,293,1018.23,0.0,1,12.7975,80.20183,,1413.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,101.0 °C,,37224.97,12.34,56,19:40:48,2.0,12,15.0,6.0,17.92,1.0,2017-11-01 19:40:48,-4.0,1,0.0,0.0,,302,1018.24,0.0,1,12.79879,80.19906,,1285.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,101.0 °C,,37225.44,12.34,59,19:41:17,2.0,12,21.0,8.0,0.0,0.0,2017-11-01 19:41:17,3.0,1,0.0,0.0,,305,1018.25,0.0,1,12.80112,80.19574,,1220.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,102.0 °C,,37225.91,12.4,55,19:41:47,2.0,12,17.0,15.0,17.29,1.0,2017-11-01 19:41:47,-4.0,1,0.0,0.0,,304,1018.26,0.0,1,12.80357,80.19222,,1285.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,102.0 °C,,37225.91,12.34,55,19:41:56,2.0,12,17.0,15.0,0.0,0.0,2017-11-01 19:41:56,0.0,1,0.0,0.0,,311,1018.26,0.0,1,12.80432,80.19122,,1285.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37226.37,12.32,52,19:42:25,2.0,12,9.0,17.0,15.45,1.0,2017-11-01 19:42:25,-3.0,1,0.0,0.0,,310,1018.27,0.0,1,12.80692,80.18831,,1220.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37226.79,12.34,61,19:42:55,2.0,12,9.0,18.0,0.0,0.0,2017-11-01 19:42:55,9.0,1,0.0,0.0,,311,1018.27,0.0,1,12.80951,80.18525,,1220.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37227.3,12.34,59,19:43:25,2.0,12,12.0,21.0,19.89,1.0,2017-11-01 19:43:25,-2.0,1,0.0,0.0,,310,1018.28,0.0,1,12.81247,80.1818,,1477.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37227.79,12.29,58,19:43:55,2.0,12,13.0,19.0,19.22,1.0,2017-11-01 19:43:55,-1.0,1,0.0,0.0,,312,1018.29,0.0,1,12.81538,80.17852,,1349.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37228.26,12.29,57,19:44:25,2.0,12,14.0,14.0,18.57,1.0,2017-11-01 19:44:25,-1.0,1,0.0,0.0,,312,1018.3,0.0,1,12.81821,80.17541,,1285.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37228.75,12.29,57,19:44:55,2.0,12,15.0,18.0,0.0,0.0,2017-11-01 19:44:55,0.0,1,0.0,0.0,,313,1018.31,0.0,1,12.82123,80.17207,,1413.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37229.23,12.26,52,19:45:25,2.0,12,11.0,20.0,15.45,1.0,2017-11-01 19:45:25,-5.0,1,0.0,0.0,,313,1018.32,0.0,1,12.82402,80.16899,,1220.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37229.66,12.26,44,19:45:55,2.0,12,9.0,17.0,11.06,1.0,2017-11-01 19:45:55,-8.0,1,0.0,0.0,,311,1018.32,0.0,1,12.82657,80.16619,,1285.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.8,2017-11-01,103.0 °C,,37229.79,12.05,35,19:45:59,2.0,12,9.0,14.0,7.0,1.0,2017-11-01 19:45:59,-9.0,1,0.0,0.0,,304,1018.33,0.0,1,12.8268,80.1659,,1285.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,102.0 °C,,37229.79,12.24,33,19:46:04,2.0,12,7.0,15.0,6.22,1.0,2017-11-01 19:46:04,-2.0,1,0.0,0.0,,311,1018.33,0.0,1,12.82705,80.16559,,771.0,42.19000000000233,23.5
"Vandalur Kelambakkam Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,102.0 °C,,37229.93,11.89,4,19:46:18,2.0,12,7.0,19.0,0.09,1.0,2017-11-01 19:46:18,-29.0,1,0.0,0.0,,0,1018.33,0.0,1,12.82743,80.16515,,771.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37230.0,12.4,31,19:46:47,2.0,12,15.0,23.0,0.0,0.0,2017-11-01 19:46:47,27.0,1,0.0,0.0,,6,1018.34,0.0,1,12.82818,80.16517,,963.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37230.29,12.24,33,19:47:17,2.0,12,13.0,15.0,0.0,0.0,2017-11-01 19:47:17,2.0,1,0.0,0.0,,10,1018.35,0.0,1,12.83074,80.16555,,1092.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.8,2017-11-01,103.0 °C,,37230.29,12.26,38,19:47:26,2.0,11,11.0,14.0,0.0,0.0,2017-11-01 19:47:26,5.0,1,0.0,0.0,,17,1018.35,0.0,1,12.83153,80.16575,,1156.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37230.49,12.34,34,19:47:41,2.0,12,11.0,14.0,6.61,1.0,2017-11-01 19:47:41,-4.0,1,0.0,0.0,,24,1018.35,0.0,1,12.83275,80.16626,,1156.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37230.58,12.37,30,19:47:49,2.0,11,5.0,12.0,5.14,1.0,2017-11-01 19:47:49,-4.0,1,0.0,0.0,,31,1018.36,0.0,1,12.83326,80.16654,,963.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Kamakoti Nagar, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37230.67,12.29,32,19:48:01,2.0,11,5.0,10.0,0.0,0.0,2017-11-01 19:48:01,2.0,1,0.0,0.0,,24,1018.36,0.0,1,12.83404,80.16698,,963.0,42.19000000000233,23.5
"Perumal Koil Street, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37230.84,12.29,21,19:48:21,2.0,12,7.0,13.0,2.52,1.0,2017-11-01 19:48:21,-11.0,1,0.0,0.0,,16,1018.36,0.0,1,12.83539,80.16766,,1028.0,42.19000000000233,23.5
"Perumal Koil Street, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37230.9,12.24,5,19:48:30,2.0,12,7.0,15.0,0.14,1.0,2017-11-01 19:48:30,-16.0,1,0.0,0.0,,0,1018.37,0.0,1,12.8356,80.16771,,899.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37230.9,12.37,11,19:48:44,2.0,12,12.0,14.0,0.0,0.0,2017-11-01 19:48:44,6.0,1,0.0,0.0,,40,1018.37,0.0,1,12.83562,80.16774,,963.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37230.9,12.29,17,19:48:46,2.0,12,12.0,14.0,0.0,0.0,2017-11-01 19:48:46,6.0,1,0.0,0.0,,52,1018.37,0.0,1,12.8357,80.16782,,963.0,42.19000000000233,23.5
"Perumal Koil Street, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37230.92,12.34,15,19:48:48,2.0,12,12.0,14.0,1.29,1.0,2017-11-01 19:48:48,-2.0,1,0.0,0.0,,63,1018.37,0.0,1,12.83576,80.16792,,963.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37230.92,12.32,12,19:48:50,2.0,12,12.0,16.0,0.82,1.0,2017-11-01 19:48:50,-3.0,1,0.0,0.0,,72,1018.37,0.0,1,12.83583,80.16804,,963.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37230.97,12.37,17,19:49:00,2.0,12,12.0,16.0,0.0,0.0,2017-11-01 19:49:00,5.0,1,0.0,0.0,,62,1018.38,0.0,1,12.836,80.16841,,963.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37230.97,12.32,17,19:49:02,2.0,12,12.0,16.0,0.0,0.0,2017-11-01 19:49:02,0.0,1,0.0,0.0,,54,1018.38,0.0,1,12.83605,80.16847,,963.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37230.97,12.4,17,19:49:04,2.0,12,7.0,15.0,0.0,0.0,2017-11-01 19:49:04,0.0,1,0.0,0.0,,42,1018.38,0.0,1,12.83608,80.1685,,899.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,103.0 °C,,37230.97,12.29,3,19:49:06,2.0,12,7.0,16.0,0.05,1.0,2017-11-01 19:49:06,-14.0,1,0.0,0.0,,31,1018.38,0.0,1,12.8361,80.16851,,899.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.01,12.48,19,19:49:26,2.0,11,8.0,17.0,0.0,0.0,2017-11-01 19:49:26,16.0,1,0.0,0.0,,11,1018.38,0.0,1,12.83614,80.16853,,899.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.01,12.32,21,19:49:31,2.0,12,8.0,17.0,0.0,0.0,2017-11-01 19:49:31,2.0,1,0.0,0.0,,18,1018.38,0.0,1,12.83646,80.16863,,899.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.09,12.42,21,19:49:40,2.0,12,8.0,16.0,0.0,0.0,2017-11-01 19:49:40,0.0,1,0.0,0.0,,37,1018.39,0.0,1,12.837,80.16883,,899.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.09,12.26,21,19:49:42,2.0,12,8.0,15.0,0.0,0.0,2017-11-01 19:49:42,0.0,1,0.0,0.0,,47,1018.39,0.0,1,12.83706,80.1689,,899.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.09,12.48,8,19:49:45,2.0,12,7.0,14.0,0.37,1.0,2017-11-01 19:49:45,-13.0,1,0.0,0.0,,55,1018.39,0.0,1,12.83711,80.16896,,899.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.14,12.29,12,19:49:50,2.0,12,7.0,14.0,0.0,0.0,2017-11-01 19:49:50,4.0,1,0.0,0.0,,45,1018.39,0.0,1,12.83722,80.16909,,899.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.14,12.34,13,19:49:52,2.0,11,7.0,14.0,0.0,0.0,2017-11-01 19:49:52,1.0,1,0.0,0.0,,34,1018.39,0.0,1,12.83728,80.16913,,899.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.14,12.34,20,19:49:54,2.0,12,7.0,14.0,0.0,0.0,2017-11-01 19:49:54,7.0,1,0.0,0.0,,25,1018.39,0.0,1,12.83736,80.16918,,899.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.14,12.29,24,19:49:56,2.0,10,7.0,14.0,0.0,0.0,2017-11-01 19:49:56,4.0,1,0.0,0.0,,16,1018.39,0.0,1,12.83748,80.16922,,899.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.19,12.32,22,19:49:59,2.0,12,7.0,13.0,2.77,1.0,2017-11-01 19:49:59,-2.0,1,0.0,0.0,,7,1018.39,0.0,1,12.83766,80.16924,,899.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.19,12.21,22,19:50:02,2.0,12,7.0,12.0,0.0,0.0,2017-11-01 19:50:02,0.0,1,0.0,0.0,,358,1018.39,0.0,1,12.83783,80.16926,,899.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.19,12.34,15,19:50:06,2.0,12,6.0,13.0,1.29,1.0,2017-11-01 19:50:06,-7.0,1,0.0,0.0,,14,1018.39,0.0,1,12.83801,80.16927,,963.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.25,12.21,11,19:50:08,2.0,12,6.0,13.0,0.69,1.0,2017-11-01 19:50:08,-4.0,1,0.0,0.0,,23,1018.39,0.0,1,12.83806,80.1693,,963.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.25,12.34,6,19:50:10,2.0,12,6.0,12.0,0.21,1.0,2017-11-01 19:50:10,-5.0,1,0.0,0.0,,30,1018.39,0.0,1,12.83809,80.16931,,963.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.25,12.29,17,19:50:14,2.0,12,6.0,11.0,0.0,0.0,2017-11-01 19:50:14,11.0,1,0.0,0.0,,45,1018.4,0.0,1,12.8381,80.16933,,963.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.27,12.37,22,19:50:18,2.0,12,6.0,11.0,0.0,0.0,2017-11-01 19:50:18,5.0,1,0.0,0.0,,38,1018.4,0.0,1,12.83828,80.1695,,963.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.27,12.29,21,19:50:21,2.0,12,6.0,10.0,2.52,1.0,2017-11-01 19:50:21,-1.0,1,0.0,0.0,,29,1018.4,0.0,1,12.83843,80.16961,,963.0,42.19000000000233,23.5
"Medavakkam Mambakkam Road, Chengalpattu, Tamil Nadu, India",Polo GT,3.78,2017-11-01,104.0 °C,,37231.27,12.29,21,19:50:24,2.0,12,15.0,9.0,0.0,0.0,2017-11-01 19:50:24,0.0,1,0.0,0.0,,19,1018.4,0.0,1,12.83861,80.1697,,1028.0,42.19000000000233,23.5
